"vulnerability_rank","IGZ","CPP","Indicator","BaseYear","Change","ChangeAv","InterZone_Name","group","label","CommunityValue_BaseYear","CommunityValue_RecentYear","CPPAverage_BaseYear","CPPAverage_RecentYear"
1,"S02002139","North Lanarkshire","Attainment","2013/14",0,-1.24,"Craigneuk Wishaw","Attainment Craigneuk Wishaw"," ","4.45","4.45",5.39,5.33
1,"S02002139","North Lanarkshire","Child Poverty","2014/15",16.6,-1.6,"Craigneuk Wishaw","Child Poverty Craigneuk Wishaw"," ","33.37","27.83",18.9,19.2
1,"S02002139","North Lanarkshire","Crime Rate","2012/13",36,40,"Craigneuk Wishaw","Crime Rate Craigneuk Wishaw"," ","4645.25","2980.97",2190,1319
1,"S02002139","North Lanarkshire","Depopulation","2012/13",7.1,-0.89,"Craigneuk Wishaw","Depopulation Craigneuk Wishaw"," ","100","92.9",100,100.89
1,"S02002139","North Lanarkshire","Early Mortality","2012/13",-23,2,"Craigneuk Wishaw","Early Mortality Craigneuk Wishaw"," ","887","1094.69",555,543
1,"S02002139","North Lanarkshire","Emergency Admissions","2012/13",15,-6,"Craigneuk Wishaw","Emergency Admissions Craigneuk Wishaw"," ","39966.83","33932.72",29416,31054
1,"S02002139","North Lanarkshire","Out of Work Benefits","2013/14",-10.52,-20.26,"Craigneuk Wishaw","Out of Work Benefits Craigneuk Wishaw"," ","31.57","34.89",15.31,18.41
1,"S02002139","North Lanarkshire","Participation Rate","2016/17",3.95,1.93,"Craigneuk Wishaw","Participation Rate Craigneuk Wishaw"," ","79.25","82.38",89.21,90.93
1,"S02002217","Orkney Islands","Attainment","2013/14",1.3,-0.12,"East Kirkwall","Attainment East Kirkwall"," ","5.38","5.45",5.62,5.61
1,"S02002217","Orkney Islands","Child Poverty","2014/15",-15.94,1.7,"East Kirkwall","Child Poverty East Kirkwall"," ","14.81","17.17",12.83,12.62
1,"S02002217","Orkney Islands","Crime Rate","2012/13",-130,-353,"East Kirkwall","Crime Rate East Kirkwall"," ","444.31","1022.57",171,775
1,"S02002217","Orkney Islands","Depopulation","2012/13",-6.1,0.66,"East Kirkwall","Depopulation East Kirkwall"," ","100","106.1",100,99.33
1,"S02002217","Orkney Islands","Early Mortality","2012/13",9,6,"East Kirkwall","Early Mortality East Kirkwall"," ","408","371.17",369,346
1,"S02002217","Orkney Islands","Emergency Admissions","2012/13",22,14,"East Kirkwall","Emergency Admissions East Kirkwall"," ","27397.26","21296.3",20828,17877
1,"S02002217","Orkney Islands","Out of Work Benefits","2013/14",-66.31,-61.85,"East Kirkwall","Out of Work Benefits East Kirkwall"," ","7.48","12.44",6.46,10.45
1,"S02002217","Orkney Islands","Participation Rate","2016/17",-6.79,-0.74,"East Kirkwall","Participation Rate East Kirkwall"," ","94.06","87.67",94.36,93.66
1,"S02002237","Perth and Kinross","Attainment","2013/14",0,-0.16,"Muirton","Attainment Muirton"," ","5.05","5.05",5.6,5.59
1,"S02002237","Perth and Kinross","Child Poverty","2014/15",-31.94,-3.36,"Muirton","Child Poverty Muirton"," ","16.31","21.52",13.52,13.98
1,"S02002237","Perth and Kinross","Crime Rate","2012/13",3,-39,"Muirton","Crime Rate Muirton"," ","1257.04","1222.2",745,1039
1,"S02002237","Perth and Kinross","Depopulation","2012/13",13,3.22,"Muirton","Depopulation Muirton"," ","100","87",100,96.78
1,"S02002237","Perth and Kinross","Early Mortality","2012/13",-23,3,"Muirton","Early Mortality Muirton"," ","528","650.61",369,356
1,"S02002237","Perth and Kinross","Emergency Admissions","2012/13",-47,-14,"Muirton","Emergency Admissions Muirton"," ","27294.69","40157.08",22242,25364
1,"S02002237","Perth and Kinross","Out of Work Benefits","2013/14",-55.9,-42.49,"Muirton","Out of Work Benefits Muirton"," ","12.72","19.83",8.24,11.74
1,"S02002237","Perth and Kinross","Participation Rate","2016/17",-9.6,0.07,"Muirton","Participation Rate Muirton"," ","90.58","81.88",92.3,92.37
1,"S02002263","Renfrewshire","Attainment","2013/14",10.37,1.08,"Paisley Ferguslie","Attainment Paisley Ferguslie"," ","4.63","5.11",5.52,5.58
1,"S02002263","Renfrewshire","Child Poverty","2014/15",-18.25,-16.57,"Paisley Ferguslie","Child Poverty Paisley Ferguslie"," ","24.44","28.9",12.87,15.01
1,"S02002263","Renfrewshire","Crime Rate","2012/13",66,51,"Paisley Ferguslie","Crime Rate Paisley Ferguslie"," ","4446.38","1528.77",1976,965
1,"S02002263","Renfrewshire","Depopulation","2012/13",-0.46,3.07,"Paisley Ferguslie","Depopulation Paisley Ferguslie"," ","100","100.46",100,96.93
1,"S02002263","Renfrewshire","Early Mortality","2012/13",24,13,"Paisley Ferguslie","Early Mortality Paisley Ferguslie"," ","1080","817.93",532,465
1,"S02002263","Renfrewshire","Emergency Admissions","2012/13",35,14,"Paisley Ferguslie","Emergency Admissions Paisley Ferguslie"," ","44444.44","28700.28",28094,24249
1,"S02002263","Renfrewshire","Out of Work Benefits","2013/14",4.47,-11.04,"Paisley Ferguslie","Out of Work Benefits Paisley Ferguslie"," ","34.24","32.71",13.74,15.26
1,"S02002263","Renfrewshire","Participation Rate","2016/17",2.15,1.93,"Paisley Ferguslie","Participation Rate Paisley Ferguslie"," ","83.33","85.12",91.1,92.86
1,"S02002300","Scottish Borders","Attainment","2013/14",10.64,-1.26,"Langlee","Attainment Langlee"," ","4.7","5.2",5.54,5.47
1,"S02002300","Scottish Borders","Child Poverty","2014/15",-17.24,-9.92,"Langlee","Child Poverty Langlee"," ","27.79","32.58",15.03,16.52
1,"S02002300","Scottish Borders","Crime Rate","2012/13",-75,-37,"Langlee","Crime Rate Langlee"," ","1107.38","1933.05",764,1047
1,"S02002300","Scottish Borders","Depopulation","2012/13",-14.81,1.33,"Langlee","Depopulation Langlee"," ","100","114.81",100,98.67
1,"S02002300","Scottish Borders","Early Mortality","2012/13",11,5,"Langlee","Early Mortality Langlee"," ","616","546.99",380,360
1,"S02002300","Scottish Borders","Emergency Admissions","2012/13",27,13,"Langlee","Emergency Admissions Langlee"," ","29047.62","21070.4",25376,21982
1,"S02002300","Scottish Borders","Out of Work Benefits","2013/14",-43.78,-43.38,"Langlee","Out of Work Benefits Langlee"," ","22.34","32.12",9.82,14.08
1,"S02002300","Scottish Borders","Participation Rate","2016/17",4.36,3,"Langlee","Participation Rate Langlee"," ","83.18","86.81",91.34,94.08
1,"S02002324","Shetland Islands","Attainment","2013/14",1.29,0.98,"Lerwick North","Attainment Lerwick North"," ","5.42","5.49",5.56,5.61
1,"S02002324","Shetland Islands","Child Poverty","2014/15",-24.71,-24.4,"Lerwick North","Child Poverty Lerwick North"," ","10.24","12.77",7.15,8.89
1,"S02002324","Shetland Islands","Crime Rate","2012/13",-247,-245,"Lerwick North","Crime Rate Lerwick North"," ","428.26","1485.07",162,559
1,"S02002324","Shetland Islands","Depopulation","2012/13",-7.68,-0.19,"Lerwick North","Depopulation Lerwick North"," ","100","107.68",100,100.19
1,"S02002324","Shetland Islands","Early Mortality","2012/13",-11,22,"Lerwick North","Early Mortality Lerwick North"," ","465","515.69",413,322
1,"S02002324","Shetland Islands","Emergency Admissions","2012/13",19,25,"Lerwick North","Emergency Admissions Lerwick North"," ","29466.12","23913.61",23493,17578
1,"S02002324","Shetland Islands","Out of Work Benefits","2013/14",-48.16,-55.08,"Lerwick North","Out of Work Benefits Lerwick North"," ","8.41","12.46",5.8,9
1,"S02002324","Shetland Islands","Participation Rate","2016/17",0.91,0.1,"Lerwick North","Participation Rate Lerwick North"," ","97.3","98.19",97.32,97.42
1,"S02002343","South Ayrshire","Attainment","2013/14",0.84,0.33,"Lochside, Braehead and Whitletts","Attainment Lochside, Braehead and Whitletts"," ","4.74","4.78",5.56,5.58
1,"S02002343","South Ayrshire","Child Poverty","2014/15",7.08,-5.28,"Lochside, Braehead and Whitletts","Child Poverty Lochside, Braehead and Whitletts"," ","31.23","29.02",16.55,17.42
1,"S02002343","South Ayrshire","Crime Rate","2012/13",36,35,"Lochside, Braehead and Whitletts","Crime Rate Lochside, Braehead and Whitletts"," ","3605.24","2294.31",1948,1258
1,"S02002343","South Ayrshire","Depopulation","2012/13",-1.57,-1.76,"Lochside, Braehead and Whitletts","Depopulation Lochside, Braehead and Whitletts"," ","100","101.57",100,101.76
1,"S02002343","South Ayrshire","Early Mortality","2012/13",-19,0,"Lochside, Braehead and Whitletts","Early Mortality Lochside, Braehead and Whitletts"," ","641","760.67",451,452
1,"S02002343","South Ayrshire","Emergency Admissions","2012/13",-2,11,"Lochside, Braehead and Whitletts","Emergency Admissions Lochside, Braehead and Whitletts"," ","34761.12","35492.71",29687,26368
1,"S02002343","South Ayrshire","Out of Work Benefits","2013/14",-29.11,-28.95,"Lochside, Braehead and Whitletts","Out of Work Benefits Lochside, Braehead and Whitletts"," ","29.51","38.1",13.53,17.45
1,"S02002343","South Ayrshire","Participation Rate","2016/17",11.56,4.92,"Lochside, Braehead and Whitletts","Participation Rate Lochside, Braehead and Whitletts"," ","78.54","87.62",90.79,95.26
1,"S02002386","South Lanarkshire","Attainment","2013/14",3.91,2.32,"Fairhill","Attainment Fairhill"," ","4.86","5.05",5.45,5.57
1,"S02002386","South Lanarkshire","Child Poverty","2014/15",1.08,2.49,"Fairhill","Child Poverty Fairhill"," ","30.44","30.11",15.61,15.22
1,"S02002386","South Lanarkshire","Crime Rate","2012/13",10,45,"Fairhill","Crime Rate Fairhill"," ","2672.81","2396.26",2123,1163
1,"S02002386","South Lanarkshire","Depopulation","2012/13",-0.98,2.39,"Fairhill","Depopulation Fairhill"," ","100","100.98",100,97.61
1,"S02002386","South Lanarkshire","Early Mortality","2012/13",14,6,"Fairhill","Early Mortality Fairhill"," ","717","615.14",489,462
1,"S02002386","South Lanarkshire","Emergency Admissions","2012/13",-19,4,"Fairhill","Emergency Admissions Fairhill"," ","30860.53","36794.15",26799,25600
1,"S02002386","South Lanarkshire","Out of Work Benefits","2013/14",-16.71,-19.31,"Fairhill","Out of Work Benefits Fairhill"," ","26.09","30.45",13.46,16.05
1,"S02002386","South Lanarkshire","Participation Rate","2016/17",12.67,2.98,"Fairhill","Participation Rate Fairhill"," ","78.03","87.92",90.3,92.99
1,"S02002450","Stirling","Attainment","2013/14",5.38,0.99,"Raploch","Attainment Raploch"," ","4.46","4.7",5.59,5.65
1,"S02002450","Stirling","Child Poverty","2014/15",26.34,0.01,"Raploch","Child Poverty Raploch"," ","36.25","26.7",13.86,13.86
1,"S02002450","Stirling","Crime Rate","2012/13",42,26,"Raploch","Crime Rate Raploch"," ","3310.81","1909.78",1450,1072
1,"S02002450","Stirling","Depopulation","2012/13",29.74,3.24,"Raploch","Depopulation Raploch"," ","100","70.26",100,96.76
1,"S02002450","Stirling","Early Mortality","2012/13",-5,3,"Raploch","Early Mortality Raploch"," ","881","929.02",418,405
1,"S02002450","Stirling","Emergency Admissions","2012/13",21,-5,"Raploch","Emergency Admissions Raploch"," ","35920.18","28204.05",22971,24197
1,"S02002450","Stirling","Out of Work Benefits","2013/14",15.41,-15.99,"Raploch","Out of Work Benefits Raploch"," ","31.01","26.23",10.36,12.02
1,"S02002450","Stirling","Participation Rate","2016/17",3.05,2.76,"Raploch","Participation Rate Raploch"," ","78.91","81.32",91.01,93.52
1,"S02002461","West Dunbartonshire","Attainment","2013/14",-2.11,-2.19,"Singer & Clydebank South","Attainment Singer & Clydebank South"," ","5.22","5.11",5.43,5.32
1,"S02002461","West Dunbartonshire","Child Poverty","2014/15",-0.96,3.28,"Singer & Clydebank South","Child Poverty Singer & Clydebank South"," ","23.02","23.24",18.37,17.77
1,"S02002461","West Dunbartonshire","Crime Rate","2012/13",89,52,"Singer & Clydebank South","Crime Rate Singer & Clydebank South"," ","5833.33","653.72",2358,1129
1,"S02002461","West Dunbartonshire","Depopulation","2012/13",6.27,-2.61,"Singer & Clydebank South","Depopulation Singer & Clydebank South"," ","100","93.73",100,102.61
1,"S02002461","West Dunbartonshire","Early Mortality","2012/13",8,9,"Singer & Clydebank South","Early Mortality Singer & Clydebank South"," ","990","907.79",598,544
1,"S02002461","West Dunbartonshire","Emergency Admissions","2012/13",3,7,"Singer & Clydebank South","Emergency Admissions Singer & Clydebank South"," ","40108.4","38722.54",29715,27575
1,"S02002461","West Dunbartonshire","Out of Work Benefits","2013/14",-20.75,-20.16,"Singer & Clydebank South","Out of Work Benefits Singer & Clydebank South"," ","24.1","29.1",17.74,21.32
1,"S02002461","West Dunbartonshire","Participation Rate","2016/17",10.25,2.58,"Singer & Clydebank South","Participation Rate Singer & Clydebank South"," ","82.32","90.76",88.64,90.93
1,"S02002487","West Lothian","Attainment","2013/14",0.59,0.15,"Craigshill","Attainment Craigshill"," ","5.05","5.08",5.5,5.51
1,"S02002487","West Lothian","Child Poverty","2014/15",-42.3,-9.89,"Craigshill","Child Poverty Craigshill"," ","20.78","29.57",14.99,16.47
1,"S02002487","West Lothian","Crime Rate","2012/13",-22,-11,"Craigshill","Crime Rate Craigshill"," ","1249.04","1520.15",1071,1190
1,"S02002487","West Lothian","Depopulation","2012/13",-13.25,3.33,"Craigshill","Depopulation Craigshill"," ","100","113.25",100,96.67
1,"S02002487","West Lothian","Early Mortality","2012/13",-7,9,"Craigshill","Early Mortality Craigshill"," ","618","662.19",477,435
1,"S02002487","West Lothian","Emergency Admissions","2012/13",20,1,"Craigshill","Emergency Admissions Craigshill"," ","41893.64","33371.78",26444,26157
1,"S02002487","West Lothian","Out of Work Benefits","2013/14",-36.22,-26.47,"Craigshill","Out of Work Benefits Craigshill"," ","19.77","26.93",12.16,15.38
1,"S02002487","West Lothian","Participation Rate","2016/17",8.62,4.09,"Craigshill","Participation Rate Craigshill"," ","82.82","89.96",89.74,93.41
2,"S02001267","Aberdeen City","Attainment","2013/14",6.4,1.65,"Woodside","Attainment Woodside"," ","4.84","5.15",5.36,5.45
2,"S02001267","Aberdeen City","Child Poverty","2014/15",-12.82,-22.81,"Woodside","Child Poverty Woodside"," ","22.86","25.79",10.52,12.92
2,"S02001267","Aberdeen City","Crime Rate","2012/13",35,22,"Woodside","Crime Rate Woodside"," ","3097.96","2000.08",1739,1364
2,"S02001267","Aberdeen City","Depopulation","2012/13",-4.63,0.58,"Woodside","Depopulation Woodside"," ","100","104.63",100,99.42
2,"S02001267","Aberdeen City","Early Mortality","2012/13",7,11,"Woodside","Early Mortality Woodside"," ","961","895.38",497,444
2,"S02001267","Aberdeen City","Emergency Admissions","2012/13",7,12,"Woodside","Emergency Admissions Woodside"," ","30661.32","28596.91",26118,22899
2,"S02001267","Aberdeen City","Out of Work Benefits","2013/14",-21.14,-55.54,"Woodside","Out of Work Benefits Woodside"," ","20.29","24.58",7.62,11.85
2,"S02001267","Aberdeen City","Participation Rate","2016/17",0.53,2.45,"Woodside","Participation Rate Woodside"," ","83.21","83.65",87.9,90.05
2,"S02001336","Aberdeenshire","Attainment","2013/14",13.03,1.29,"Peterhead Harbour","Attainment Peterhead Harbour"," ","4.45","5.03",5.44,5.51
2,"S02001336","Aberdeenshire","Child Poverty","2014/15",2.4,-14.72,"Peterhead Harbour","Child Poverty Peterhead Harbour"," ","25.04","24.44",8.91,10.22
2,"S02001336","Aberdeenshire","Crime Rate","2012/13",33,5,"Peterhead Harbour","Crime Rate Peterhead Harbour"," ","3646.45","2427.22",822,780
2,"S02001336","Aberdeenshire","Depopulation","2012/13",-1.15,0.8,"Peterhead Harbour","Depopulation Peterhead Harbour"," ","100","101.15",100,99.2
2,"S02001336","Aberdeenshire","Early Mortality","2012/13",-28,6,"Peterhead Harbour","Early Mortality Peterhead Harbour"," ","663","847.95",373,352
2,"S02001336","Aberdeenshire","Emergency Admissions","2012/13",39,11,"Peterhead Harbour","Emergency Admissions Peterhead Harbour"," ","26612.9","16281.83",19800,17649
2,"S02001336","Aberdeenshire","Out of Work Benefits","2013/14",-43.59,-66.14,"Peterhead Harbour","Out of Work Benefits Peterhead Harbour"," ","16.22","23.29",5.79,9.62
2,"S02001336","Aberdeenshire","Participation Rate","2016/17",0.42,-0.91,"Peterhead Harbour","Participation Rate Peterhead Harbour"," ","82.8","83.15",93.24,92.39
2,"S02001365","Angus","Attainment","2013/14",-4.06,-3.54,"Forfar Central","Attainment Forfar Central"," ","5.17","4.96",5.5,5.31
2,"S02001365","Angus","Child Poverty","2014/15",-11.58,-17.9,"Forfar Central","Child Poverty Forfar Central"," ","22.03","24.58",14.16,16.7
2,"S02001365","Angus","Crime Rate","2012/13",-1,-36,"Forfar Central","Crime Rate Forfar Central"," ","1900.07","1912.17",719,978
2,"S02001365","Angus","Depopulation","2012/13",-9.4,-1.81,"Forfar Central","Depopulation Forfar Central"," ","100","109.4",100,101.81
2,"S02001365","Angus","Early Mortality","2012/13",-9,4,"Forfar Central","Early Mortality Forfar Central"," ","510","555.63",401,383
2,"S02001365","Angus","Emergency Admissions","2012/13",25,-12,"Forfar Central","Emergency Admissions Forfar Central"," ","29778.25","22215.99",19852,22158
2,"S02001365","Angus","Out of Work Benefits","2013/14",-66.58,-60.21,"Forfar Central","Out of Work Benefits Forfar Central"," ","15.74","26.22",9.17,14.69
2,"S02001365","Angus","Participation Rate","2016/17",-2.32,0.09,"Forfar Central","Participation Rate Forfar Central"," ","88.2","86.15",91.56,91.64
2,"S02001380","Argyll and Bute","Attainment","2013/14",-2.43,-1,"Campbeltown","Attainment Campbeltown"," ","5.34","5.21",5.61,5.55
2,"S02001380","Argyll and Bute","Child Poverty","2014/15",-8.21,-4.22,"Campbeltown","Child Poverty Campbeltown"," ","14.98","16.21",14.67,15.28
2,"S02001380","Argyll and Bute","Crime Rate","2012/13",44,34,"Campbeltown","Crime Rate Campbeltown"," ","2904.26","1618.04",1719,1137
2,"S02001380","Argyll and Bute","Depopulation","2012/13",-12.01,-1.13,"Campbeltown","Depopulation Campbeltown"," ","100","112.01",100,101.13
2,"S02001380","Argyll and Bute","Early Mortality","2012/13",15,12,"Campbeltown","Early Mortality Campbeltown"," ","606","512.32",435,384
2,"S02001380","Argyll and Bute","Emergency Admissions","2012/13",21,4,"Campbeltown","Emergency Admissions Campbeltown"," ","32596.23","25615.58",22307,21504
2,"S02001380","Argyll and Bute","Out of Work Benefits","2013/14",-31.83,-31.96,"Campbeltown","Out of Work Benefits Campbeltown"," ","15.33","20.21",9.99,13.18
2,"S02001380","Argyll and Bute","Participation Rate","2016/17",-2.29,0.31,"Campbeltown","Participation Rate Campbeltown"," ","94.76","92.59",94.48,94.78
2,"S02001394","Clackmannanshire","Attainment","2013/14",3.45,-0.48,"Tullibody North and Glenochil","Attainment Tullibody North and Glenochil"," ","4.93","5.1",5.4,5.37
